guests_efficiency,longitude,latitude,room_type_Entire home/apt,minimum_nights,bathrooms,n_amenities,bedrooms,extra_people,beds,maximum_nights,accommodates,host_listings_count,instant_bookable,cancellation_policy_flexible,host_is_superhost,guests_included,property_type_Apartment,cancellation_policy_moderate,ano,cancellation_policy_strict_14_with_grace_period,property_type_House,property_type_Condominium,mes,bed_type_Outros,room_type_Private room,bed_type_Real Bed,property_type_Loft,property_type_Outros,room_type_Shared room,property_type_Serviced apartment,property_type_Bed and breakfast
50.0,-43.182737237144536,-22.946854109114245,True,60,1.0,11,0.0,34.0,2.0,365,4,1.0,0,False,0,2,True,False,2018,True,False,False,4,False,False,True,False,False,False,False,False
